TransactionID,CustomerID,TransactionAmount,PaymentType,ProductCategory,Quantity,DeviceType,IPAddress,ShippingAddress,BillingAddress,IsFraudulent,AccountAge,TransactionHour
99b4ca90-962,44a2aac2,510.42,Net Banking,Clothing,2,Mobile,33.103.123.120,877 Perry Fork Suite 589,7598 Davis Village,0,238,21
96f6e80c-962,119dfd61,422.95,Credit Card,Clothing,4,Desktop,95.140.183.132,65958 Clark Common,45653 Bradley Well,0,200,23
62413567-964,f25386d8,588.34,Credit Card,Toys & Games,1,Tablet,179.210.118.67,0702 Parker Canyon,936 Brian Ville,0,38,13
75076906-8db,2014a121,602.79,Net Banking,Electronics,5,Desktop,111.197.59.164,37398 Davis Springs,910 Lori Mission Apt. 910,0,61,21
8529fffd-dd4,69d68416,293.76,Net Banking,Toys & Games,2,Tablet,129.88.22.173,7064 Sean Grove,118 Garcia Grove,0,127,4
739f82b1-ce1,41da72ec,472.76,PayPal,Home,5,Mobile,113.242.219.75,07447 Williams Overpass,290 Price Turnpike Apt. 518,0,282,7
05b52e60-d0c,dd9e3c73,163.1,PayPal,Home,5,Desktop,50.76.50.46,35282 Roberts Brooks,71995 Campbell Point Apt. 257,0,88,3
8d6e098d-7e6,adf16023,507.02,Credit Card,Health,3,Desktop,183.120.173.56,5041 Moore Heights,482 Christina Meadows Suite 537,0,99,4
05b1e11b-99a,9dc114b7,673.3,Credit Card,Sports,5,Tablet,18.40.13.101,2593 Jeffrey Bridge Apt. 771,20720 Jessica Crossing,0,81,8
6733eaf9-a09,389a31a5,469.89,Credit Card,Toys & Games,1,Desktop,200.156.81.145,782 Amanda Dale Apt. 348,339 Jacobson Springs Suite 488,0,354,10
c0fab91a-08a,f1b0fb86,738.38,Credit Card,Health,1,Mobile,192.155.49.119,8586 Mercer Summit,076 Johns Flat Suite 977,0,40,4
d0ba9312-555,c8fc49eb,909.09,PayPal,Clothing,1,Tablet,218.78.49.114,06406 Richard Mountain Apt. 779,22914 Gutierrez Lakes Apt. 874,0,192,20
11da6e9b-a42,567ddf7b,493.36,PayPal,Electronics,4,Mobile,27.131.65.245,2506 Goodman Cliffs Suite 810,68700 Brown Spur Apt. 202,0,115,8
6e4c576d-b65,5ebfdc1a,955.02,Net Banking,Electronics,4,Mobile,11.94.191.3,483 Jennifer Inlet,7271 Sharon Spring,0,146,7
c4956238-1a9,57b06947,263.9,Credit Card,Toys & Games,2,Desktop,165.160.120.155,6313 Robinson Station,789 Roy Branch,0,353,3
95df45bc-4d7,2f6d4420,550.53,PayPal,Sports,5,Tablet,17.45.121.89,2856 Charles Villages,65617 Ronald Crest,0,130,9
546021f4-9a6,51b9ce0a,368.76,Credit Card,Electronics,5,Mobile,184.114.237.240,683 Rios Crest,030 Veronica Lodge,0,206,3
a599b137-b8f,4ad4e3e9,399.56,Credit Card,Toys & Games,3,Mobile,204.9.248.75,359 Wendy Courts,6846 Hunter Spurs,0,311,22
2ffc1bb4-f3c,28a589bd,550.43,Debit Card,Home,5,Mobile,171.241.160.118,385 Knox Glen,6333 Hill Spurs Apt. 684,0,185,17
47bdaf03-ffc,c6990b8f,298.69,Net Banking,Sports,4,Tablet,168.85.183.174,12064 Conrad Park Apt. 327,1220 Hernandez Parkways,0,62,19
9b25fa14-062,b07d469e,188.32,Debit Card,Clothing,1,Mobile,142.9.82.143,22753 Briggs Lodge,86141 Hood Plaza Suite 174,0,11,9
8c8abc25-2fc,49af0339,282.59,Credit Card,Toys & Games,2,Tablet,49.127.183.146,44749 Norman Row Apt. 618,27970 Martinez Dale,0,133,11
c64176b1-0b6,6a5ab79c,842.94,PayPal,Sports,4,Mobile,163.175.34.85,823 Eric Isle,738 Williams Valleys,0,17,8
c2cd667a-f6d,e82e94b7,17.54,PayPal,Electronics,1,Tablet,45.243.153.206,8281 Mark Mill,87581 Heather Mews Apt. 451,0,164,1
85d9697c-025,20063057,15.54,Net Banking,Electronics,3,Mobile,94.207.111.247,052 Wells Loaf,319 Nicole Inlet,0,105,8
5bf59e26-c34,5e4ac717,311.99,Credit Card,Home,3,Tablet,136.125.112.180,14837 Holmes Ville,44261 Cynthia Harbors Apt. 481,0,183,14
0c89bbd5-ac5,6eb8280a,873.27,Net Banking,Sports,4,Desktop,188.34.183.251,90167 Martinez Ways Apt. 122,779 Jeremy Crossroad Suite 794,0,95,4
bd649de6-331,2339b4f1,854.15,PayPal,Home,3,Desktop,115.231.82.4,126 Michael Roads Apt. 396,040 Nicholas Throughway Suite 043,0,67,22
ca3d47f6-cd1,54184f38,930.1,PayPal,Toys & Games,1,Desktop,140.85.67.41,9624 Kelly Extensions Apt. 213,82436 Robert Turnpike,0,105,5
65a715d3-6c1,2e3f62c5,47.83,Debit Card,Electronics,4,Desktop,74.212.219.240,13241 Christopher Orchard Suite 485,365 Sheri Expressway,0,321,19
ae479125-199,1ae04b71,79.74,PayPal,Health,2,Mobile,153.168.10.99,73974 Irwin Parkway Apt. 258,6955 Lisa Islands Suite 925,0,128,1
f1a81089-c8b,9e0f330c,877.56,Debit Card,Health,4,Desktop,114.120.136.185,0545 Byrd Shores,11491 Shirley River,0,369,3
dfaf2730-e73,dd1d8a28,974.61,Credit Card,Sports,5,Mobile,102.189.229.113,20362 Gilbert Union Suite 835,5785 Kimberly Pines,0,19,14
6637757f-e1b,28d23c89,804.95,Net Banking,Toys & Games,3,Tablet,6.153.112.125,2548 Smith Brooks Apt. 876,325 Mcdaniel Cliff Apt. 949,0,165,9
92e05a02-915,a7035506,480.86,PayPal,Health,1,Tablet,20.135.250.78,563 Andrew Islands Apt. 904,71721 Gonzalez Turnpike,0,368,14
75b0f66f-aa2,0ab1b0f1,530.62,PayPal,Home,1,Desktop,191.78.152.23,43469 Lindsay Path,20675 William Extensions Apt. 677,0,17,13
6041767a-11f,b7876175,953.13,Credit Card,Clothing,5,Mobile,140.98.229.229,223 Jennifer Island,892 Castro Gardens Suite 267,0,380,3
518bea4d-30a,13c987f3,222.61,Debit Card,Health,1,Tablet,98.93.80.45,93159 Laura Courts,10515 Martin River Apt. 048,0,119,15
6c0aa6eb-075,469bfab0,932.26,PayPal,Toys & Games,3,Desktop,179.186.166.66,3336 Patricia Key,1840 William Views Suite 820,0,32,1
7bef6f25-b09,fee114e2,497.23,Credit Card,Sports,2,Mobile,157.177.212.169,4873 Patrick Spring,70125 Campbell Greens,0,6,21
42680d17-7f1,41fb4c74,162.57,Net Banking,Electronics,5,Tablet,35.243.121.171,0625 Alvarez Bridge Suite 022,951 Teresa Creek Apt. 197,0,107,10
f3e8268d-b02,ceffe8f6,48.17,PayPal,Toys & Games,1,Tablet,107.175.35.33,2183 Alicia Place Suite 515,20202 Franco Tunnel Apt. 863,0,231,4
6511933b-f29,085c83b3,594.5,Debit Card,Electronics,2,Mobile,94.241.21.181,07215 Jeffrey Creek,58581 Gomez Passage,0,253,19
60fa69c9-3b8,6d4bcaf1,15.05,Net Banking,Sports,1,Mobile,207.76.0.182,1652 Kim Valley Suite 148,7223 Garcia Estates,0,262,13
d518fade-82f,32e5985d,418.18,Credit Card,Toys & Games,2,Mobile,91.172.60.145,288 Wolf Light Apt. 548,027 Jason Oval Apt. 244,0,293,11
93241703-394,a9958388,408.5,PayPal,Health,1,Mobile,179.100.71.30,0260 Montoya Islands,908 Julie Course Apt. 667,0,113,1
bf3851e8-9d3,be6f81e7,427.19,Credit Card,Clothing,2,Mobile,176.237.221.250,71314 Smith Terrace,0774 Sarah Trace Apt. 950,0,162,8
365675a3-9f1,50a1feaa,935.5,Credit Card,Toys & Games,4,Mobile,203.58.157.96,5066 Michael Pines,3922 Love Throughway Suite 111,0,38,18
bdb8cde6-ed9,8b02fa6c,814.8,Net Banking,Health,1,Desktop,88.221.26.140,968 Dawson Drive Suite 692,5612 Johnny Crossing,0,5,19
652ab27e-0e3,08a1051f,470.39,Credit Card,Electronics,3,Mobile,169.142.179.35,17948 Ryan Mission Suite 508,661 Laura Roads Suite 657,0,282,7
73f64604-2ad,d4fe1bb2,730.24,Debit Card,Clothing,2,Desktop,169.74.13.138,693 Jones Bypass,8985 Jessica Gardens,0,375,1
df8c24e4-299,a13be206,751.14,Net Banking,Sports,3,Tablet,20.78.209.244,721 Tara Greens,09443 Roberta Meadows,0,26,12
dc90e824-727,c807c894,315.29,Debit Card,Home,2,Desktop,129.194.203.91,3447 Patricia Lodge Apt. 037,03687 Edwards Circles,0,368,2
ea4cded9-199,22d1ddc5,904.28,PayPal,Sports,3,Mobile,54.159.200.44,270 Fowler Valley,82942 Gonzalez Vista Apt. 301,0,29,12
ae4a147e-697,4a0d9a1e,298.87,PayPal,Clothing,2,Tablet,58.159.76.161,8165 Brandon Land Suite 079,0716 Jessica Green Suite 175,0,102,4
5349732b-b8c,5e66b591,56.64,Credit Card,Home,5,Desktop,144.38.23.195,671 Mitchell Avenue Suite 886,314 Elizabeth Lake Suite 614,0,143,9
59567f7b-af4,1ab78e80,417.76,Credit Card,Electronics,1,Tablet,143.241.159.76,3674 Tracy Glen,59603 Beard Tunnel Suite 957,1,246,19
5de2bba8-aa2,c95c7aca,510.79,Credit Card,Home,3,Tablet,146.99.166.130,7952 James Fort Apt. 324,77291 Steven Ferry,1,148,16
0a2eb332-ff0,8ef7eea5,206.95,Credit Card,Toys & Games,4,Mobile,21.236.42.145,776 Williams Isle Apt. 478,3601 Rebecca Greens Apt. 039,0,375,21
b7ab3ad7-a64,0d84f3d2,118.41,Net Banking,Home,1,Tablet,63.7.161.117,479 Erin Mall,317 Jeremy Shore,0,115,23
36c3f641-ddf,4ceb3ebc,465.74,Net Banking,Clothing,3,Tablet,196.56.247.134,73444 Heather Fields,066 Hill Islands Apt. 238,0,67,4
b2508220-503,b2f5e5d0,677.87,Net Banking,Health,1,Desktop,82.33.156.177,475 Stephanie Summit,028 Garrett Ridge Apt. 782,0,57,12
b8eeef46-6ba,8c4a3d5b,993.21,Net Banking,Electronics,2,Tablet,111.157.30.3,617 Monica Wells,24535 Holmes Brook,0,70,3
0d5368ed-5d8,068fd8f5,945.58,Credit Card,Electronics,3,Tablet,137.216.53.228,0013 Cortez Forges Apt. 380,11905 Gregory Causeway,0,122,20
cfb5ccdb-1d1,c513aa36,871.3,PayPal,Sports,3,Mobile,98.209.132.4,13733 Mary Street Suite 008,72624 Amber Ville Apt. 665,0,245,11
fb953863-651,f0dda82f,437.58,PayPal,Clothing,5,Tablet,134.226.92.16,382 Young Heights Suite 700,60504 Haley Island Suite 693,0,126,17
1049b6c7-897,3360b788,197.06,PayPal,Sports,2,Desktop,60.108.53.247,3587 Johnny Brooks,26674 Cooper Brook Suite 502,0,16,16
b3530afd-d5d,44fc76a2,40.85,PayPal,Electronics,4,Tablet,25.14.101.219,262 Matthew Fork Apt. 540,72236 Robert Points Apt. 339,0,16,8
3b1aac83-f73,376339d2,983.53,Debit Card,Home,2,Desktop,116.190.152.17,67436 Thomas Path,39312 Dustin Burgs,0,366,15
cadc4483-b71,fd50b289,596.58,Net Banking,Health,2,Tablet,71.66.208.174,44124 Steven Point Suite 216,032 James Stream Apt. 184,0,134,10
f4bfdf2c-6d0,caec79c4,595.22,Net Banking,Home,2,Desktop,156.209.210.195,42958 Douglas Mountain,01233 Benson Viaduct,0,250,10
b75b9d20-8dc,a50271f0,63.21,Credit Card,Toys & Games,2,Desktop,65.55.146.6,47930 Eric Coves,5322 Stephen Track Suite 717,0,1,1
ce85478a-cf6,d1869765,507.62,Net Banking,Clothing,5,Mobile,209.142.82.242,052 Hannah Junctions Suite 147,84358 Bryan Coves Suite 442,0,306,8
bd13b620-ff0,a25149e2,865.72,PayPal,Electronics,1,Desktop,3.83.69.14,245 Thomas Greens,87770 Joe Squares,0,207,19
66e52320-bc1,7926c6f1,771.0,Net Banking,Health,3,Desktop,99.45.200.191,608 Richard Centers Suite 371,52046 Tamara Extension Apt. 912,0,376,1
b0596389-02f,2f1807af,564.64,PayPal,Health,4,Tablet,78.39.94.66,383 Gonzales Loop,12292 Derek Mount Apt. 251,0,397,23
d38a780b-cc9,9641cbb4,411.27,Debit Card,Home,5,Mobile,94.195.132.98,2607 John Fords Apt. 406,7276 Hall Club Apt. 889,0,271,5
0de87b17-2e8,1b3a6d07,491.42,Credit Card,Toys & Games,1,Mobile,155.180.113.207,5245 Townsend Corner Apt. 681,1683 Yvonne Gateway Apt. 136,0,38,15
3e015a40-eca,fa2ff2ee,301.09,Net Banking,Clothing,3,Mobile,64.91.233.8,75781 Martha Motorway,52631 Snyder Station Suite 361,0,383,13
8b099062-de1,442987e7,275.13,Net Banking,Clothing,3,Desktop,110.134.253.107,19194 Michelle Lakes Apt. 517,2176 Acevedo Trafficway,0,254,1
44f9f472-8ac,39301154,207.53,PayPal,Home,1,Desktop,58.188.109.222,5839 Hernandez Forks,584 Steven Centers Apt. 024,0,37,14
484f01d1-c98,01d0aea4,689.1,PayPal,Home,4,Mobile,55.145.180.64,0827 Devon Hollow,83846 Michael Plains,1,79,2
ba9a643f-7cc,ab2368be,95.26,Net Banking,Toys & Games,1,Tablet,87.62.178.159,4736 Julie Ranch Apt. 117,6962 Matthew Forges Suite 928,0,281,20
6279b4b6-16e,90f8f32c,389.67,PayPal,Health,5,Mobile,4.38.70.134,4548 Andrew Canyon,8167 Michael River,0,252,6
c9c2523c-03c,ccb36cf5,960.37,PayPal,Toys & Games,1,Desktop,55.222.172.150,9702 Elizabeth Ports,12144 Wilson Summit Suite 708,0,185,7
bb04480c-365,5a2d7a63,727.46,Debit Card,Clothing,2,Tablet,80.239.3.70,8789 Kenneth View,029 Lee Square Suite 944,0,166,16
fbd3c00f-5bd,f50955fc,102.1,Debit Card,Sports,3,Mobile,22.249.117.205,2451 David Brooks Suite 652,77642 Diana Track,0,299,11
6e3551ee-24e,c7e8d7ce,313.53,Credit Card,Toys & Games,4,Mobile,89.95.10.5,2752 Jackson River Suite 073,33155 Good Inlet,0,9,5
21441711-f3c,5436e47c,134.69,Debit Card,Clothing,1,Mobile,35.242.153.175,971 David Courts Suite 455,73100 Nicole Station Suite 436,0,284,22
765b3ce6-10b,6d831651,961.91,Net Banking,Sports,4,Tablet,59.154.129.236,026 Garcia Mountain,8253 Joanna Cliffs,0,91,20
92d8394c-91f,e179c199,104.34,Credit Card,Sports,3,Tablet,210.217.54.13,5519 Chelsea Islands Apt. 771,7669 Sandoval Crescent,0,188,11
c505d535-a93,68522286,413.68,Debit Card,Sports,4,Desktop,27.198.255.220,4900 Kenneth Pike Apt. 744,7607 Carlson Corners Suite 182,0,355,8
c8e5d58c-05c,2d586ad4,674.37,PayPal,Health,3,Desktop,76.216.18.13,9630 Thomas Extension Suite 963,794 William Flats,0,27,2
bd10190d-e6d,bbec453d,459.03,Credit Card,Home,3,Tablet,32.255.129.179,34659 Nathan Plain,2717 Kaylee Forges,0,369,1
5ea35051-2fc,cf0dd301,89.29,Credit Card,Home,4,Desktop,46.121.253.187,474 Collins Summit,7179 Arnold Flat,0,341,2
f7fc6aff-31a,20c0f344,436.4,Net Banking,Health,5,Desktop,24.45.126.61,06352 Walter Mission,69458 Becker Extensions Apt. 058,0,94,18
deb5664a-922,90bfdd86,879.8,Debit Card,Clothing,5,Tablet,33.9.45.234,365 John Village,83657 Owen Court Suite 387,0,307,10
a8177a40-4aa,86826fd9,934.08,Credit Card,Health,1,Tablet,88.127.199.242,076 Courtney Mission Apt. 961,903 Sanders Burg,0,320,20
fce06251-e9b,154c99fb,875.66,PayPal,Home,1,Mobile,119.59.211.111,97725 Steven Views Suite 480,631 Richardson Ranch,0,128,0
23407c49-1e6,f32d6441,232.17,PayPal,Health,2,Mobile,212.173.110.146,3691 Kimberly Drives,09000 Thompson Mountain Suite 033,0,89,2
2630c020-9d2,c4c0040e,624.43,Debit Card,Home,5,Mobile,144.42.238.126,616 Moody Villages,526 Gibson Light Apt. 702,0,340,20
b00451dd-604,3ebf899e,463.19,Net Banking,Clothing,4,Desktop,155.210.107.39,80932 Monique Freeway Suite 658,330 Samuel Station Suite 410,0,63,7
0a9f0659-c8f,4d56f010,142.48,Net Banking,Toys & Games,3,Desktop,140.173.146.202,55969 Allen Garden Apt. 502,735 Morgan Underpass Suite 906,0,389,0
446fb732-db9,700c69e9,659.96,PayPal,Sports,3,Desktop,87.250.72.143,83625 Christopher Key,10454 Jackson Flats Apt. 232,0,24,3
773f20d1-985,f48efc28,726.23,Debit Card,Health,4,Tablet,190.27.182.209,84379 Acosta Wells,63908 Allen Greens,1,3,13
43770cd3-37a,881c7bed,542.18,PayPal,Clothing,1,Tablet,111.181.27.200,015 Heidi Squares Apt. 897,751 Tracy Dam Apt. 433,0,97,9
60be873f-03c,2b304130,669.46,Debit Card,Health,3,Desktop,106.238.78.59,803 Rita Courts,74914 Curtis Isle,0,67,10
200e1945-5b8,9d074916,974.44,Net Banking,Sports,2,Mobile,222.119.107.59,1346 Johns Gateway,1210 Klein View,0,25,3
dc998cec-39b,f280d3bc,776.88,Net Banking,Toys & Games,2,Tablet,71.211.8.182,38341 Dougherty Points,94749 Denise Trace Suite 799,0,355,14
84472ea8-f05,d67f25a2,980.93,Credit Card,Electronics,2,Desktop,79.203.242.21,3659 Meyer Orchard Suite 258,848 King Plaza Apt. 330,0,1,2
500d07c2-9f3,faf8c7e8,511.29,Net Banking,Sports,5,Mobile,128.55.156.57,56955 Penny Green Suite 369,6910 Laurie Union Apt. 912,0,48,13
2d9c37d3-69b,fb76fb48,898.7,Debit Card,Toys & Games,5,Mobile,103.42.127.63,240 Taylor Shoals,383 Jeffrey Streets Apt. 846,0,244,1
13b1fb80-8e8,dc1e440e,971.4,Net Banking,Sports,2,Tablet,66.18.150.35,524 Robin Summit Apt. 249,482 Alison Isle Suite 205,0,397,1
a026eec8-1d2,f58da7d2,256.41,PayPal,Clothing,2,Desktop,153.207.2.113,52535 Katelyn Spurs Suite 331,40353 Carrie Corner,0,145,21
9b6a940d-a8f,218c925a,71.09,PayPal,Electronics,1,Desktop,118.145.158.187,501 Linda Ranch Suite 123,47221 Wendy Underpass Apt. 834,0,215,23
bcdca111-688,6442a558,691.1,Credit Card,Sports,5,Mobile,154.229.245.70,5151 Donald Port,79088 Stephen Light,0,225,21
2c212cd8-faa,02a3f9b7,607.6,PayPal,Home,1,Desktop,17.0.183.95,993 Jared Stravenue,378 Sarah Loop Suite 660,0,361,11
b347e451-b17,bbea341f,632.63,Credit Card,Health,4,Desktop,30.167.196.210,953 Bailey Circles Apt. 428,410 Nielsen Track,0,378,4
6f44f8a7-896,617f86a9,722.28,Debit Card,Toys & Games,2,Mobile,180.23.60.223,831 Adam Mills,2834 Richard Springs,0,246,14
d2d578d3-d68,8061d1ed,81.88,PayPal,Home,2,Tablet,145.84.95.193,76154 Neal Harbors,90251 Shawn Lakes Suite 534,0,383,13
8e5e93a9-596,95d6ad86,384.34,PayPal,Home,4,Tablet,210.134.132.38,5002 Rose Stream Suite 849,6129 Moran Spring Suite 775,0,284,19
c8b9d475-b93,f6f2ea59,544.13,Credit Card,Home,1,Mobile,206.73.82.50,807 Cox Mall,143 James Terrace Suite 393,0,226,8
1334ccba-a17,400aa592,539.38,Debit Card,Sports,3,Tablet,175.153.93.42,768 Sanders Knolls,1110 Webster Oval Apt. 783,0,244,14
b08e8ae1-991,6537b32d,579.07,Debit Card,Home,5,Mobile,47.2.1.179,2394 Stein Roads Suite 827,88599 Vincent Plain,0,192,20
73c5408e-30f,3f0a9dbd,755.47,Debit Card,Home,3,Desktop,223.178.158.30,0618 Justin Underpass Apt. 757,229 Danielle Grove,0,315,23
9fab67f3-e06,71fbd5f5,781.54,Debit Card,Toys & Games,1,Mobile,151.174.211.219,4888 Sabrina Fort Apt. 518,67796 Martin River,0,82,13
3fc3793b-3f4,03e2b1c7,723.99,PayPal,Home,5,Desktop,47.164.9.212,5131 Walters Meadows Apt. 956,178 Espinoza Spurs,0,69,17
6d501904-8cd,44f9ed00,404.88,Net Banking,Clothing,3,Mobile,200.62.215.194,29430 Melissa Ports,993 Avila River,0,270,10
0a32f2a1-19e,e0d2bcd0,83.73,Net Banking,Toys & Games,2,Desktop,1.140.122.2,115 Aaron Valleys Suite 840,28632 Olson Circles,0,7,10
d2006b65-0ea,9b01740f,346.63,Credit Card,Clothing,3,Mobile,148.171.43.20,36956 Eric Hill Apt. 497,71827 Rebecca Green,0,223,23
5f28707a-dd6,69f47ff6,583.37,PayPal,Home,3,Desktop,195.136.235.239,0548 Christopher Dam Suite 836,41032 Christopher Stravenue Suite 214,0,145,6
3b4dbac4-a1f,81c48379,167.27,PayPal,Health,2,Mobile,213.170.75.27,5457 Priscilla Forge Suite 963,12873 Moran Estates Apt. 353,0,209,3
4b8232ee-02b,e9540bca,505.21,PayPal,Electronics,5,Tablet,170.124.213.95,545 Matthews Parks Apt. 540,0216 Brown Track Apt. 079,0,214,9
4376bb44-9dc,9bbd906a,485.13,PayPal,Clothing,2,Mobile,190.80.2.231,76769 Weaver Village,308 Steven Square Apt. 563,0,394,4
5b96a68e-3c8,694ff263,498.83,Net Banking,Clothing,1,Mobile,53.215.11.167,865 Hunter Locks Apt. 969,3925 Eric Drive,0,30,4
46f01c7e-59d,25196e08,766.73,Net Banking,Clothing,1,Tablet,69.114.221.127,1312 Melinda Loaf,144 Ball Springs,0,32,23
9101ab50-31c,e07b317f,556.58,Credit Card,Health,1,Tablet,76.146.182.0,3708 White Rapid Apt. 187,612 Pamela Ridge Apt. 973,0,336,3
e0dfdf6d-549,c1d834e6,278.42,PayPal,Electronics,3,Desktop,89.235.145.39,68065 Oliver Brooks,3225 Morris Lodge Suite 297,0,291,13
d82ecfec-404,ad1e484d,524.55,Net Banking,Sports,5,Desktop,204.86.19.62,1969 Lee Lodge,08639 William Plain Suite 102,0,63,7
b1ab3d99-e3a,4c7ffe84,884.1,PayPal,Health,3,Mobile,157.45.135.9,70493 Nguyen Summit,0190 Marie Stravenue Suite 101,0,146,22
3d19d038-964,663ae4be,199.91,PayPal,Health,1,Tablet,118.169.66.160,6776 Monica Mount Apt. 844,9488 Becker Parks,0,48,12
afd81f06-753,79747b22,871.35,Debit Card,Home,1,Desktop,81.72.9.73,0648 David Lakes,01275 David Stravenue,0,388,22
aba8cb28-162,c4aa296e,273.03,PayPal,Sports,1,Desktop,85.115.250.42,48845 Julie Freeway Apt. 588,6824 Nicole Mills,0,126,8
12fba5c3-467,9115b80d,286.58,Debit Card,Health,4,Desktop,137.186.19.116,6009 Janice Mill Apt. 944,8874 Andrew Cape Suite 894,0,82,16
8a8db583-94c,ff21d4fd,111.33,PayPal,Health,5,Tablet,212.43.52.236,5083 Fernandez Parks,944 Keith Stravenue Apt. 651,0,225,17
2a406ef2-815,aad745be,439.48,Credit Card,Home,4,Tablet,171.184.184.250,8214 Walton Courts,4613 Tracy Village Suite 459,0,294,9
7aba3c6f-084,53b5250c,635.57,Debit Card,Toys & Games,1,Tablet,211.28.166.195,2579 Harris Canyon,6936 Wilson Summit Suite 225,0,106,0
dc85b84f-b29,d4052a71,550.01,PayPal,Home,1,Mobile,147.206.217.160,0370 Dillon Mountain,89577 Schultz Green Suite 005,0,30,20
820a1f21-82e,8bd7b5d8,840.9,Debit Card,Sports,4,Desktop,42.124.2.161,4435 Sellers Walks Suite 776,939 Kathleen Summit Apt. 975,0,154,1
d3cb2415-203,6ccf0451,45.84,Net Banking,Sports,5,Desktop,133.10.142.149,56596 Martin Mount,7734 Adams Parkway,0,348,9
ec32974f-8be,c17e7a41,415.33,Credit Card,Clothing,3,Mobile,157.30.39.13,078 Anthony Square Apt. 789,564 Wade Harbors,0,339,14
337b0e0b-58b,942b3474,450.26,Credit Card,Electronics,2,Tablet,202.215.54.89,97877 Rocha Bypass Apt. 891,36817 Eric Unions,0,381,15
69d852cd-df6,2c80d36f,213.29,Debit Card,Sports,2,Tablet,29.131.228.236,4849 Chen Unions,200 Brian Avenue Apt. 017,0,385,12
e17d9be5-88f,abb674c2,354.5,Credit Card,Sports,2,Desktop,96.39.37.182,5146 Shaw Expressway Apt. 846,012 Valdez Lodge Apt. 971,0,255,17
693091e6-561,2bbb9e57,11.36,Debit Card,Sports,3,Tablet,121.236.126.205,80366 Burch Plains,629 Kenneth Ways,1,92,18
52039376-289,cc19acc0,242.84,PayPal,Toys & Games,3,Tablet,220.102.72.73,9472 John Passage,88876 Matthews Coves,0,88,6
db805bc7-456,46ef840e,690.67,PayPal,Electronics,1,Desktop,158.7.57.251,12301 Kristi Isle,24078 Galloway Branch,0,298,16
64c5f71d-09c,cfc45f4b,256.15,Debit Card,Home,1,Desktop,142.126.123.113,659 Cody Club Suite 456,2874 Grant Cape Suite 850,0,227,4
2f376504-33f,1e695719,940.44,PayPal,Home,4,Mobile,106.188.63.194,2529 Tim Mountains,4726 Russell Squares,0,40,22
dfae95f7-754,527a5075,485.55,PayPal,Health,5,Tablet,4.209.222.200,4576 Warner Lake,800 Justin Ramp,0,211,13
ea0b4ec5-b91,6af9d6f4,547.28,Debit Card,Health,5,Desktop,142.138.148.125,4782 Craig Place,95044 Watkins Greens Suite 331,0,36,12
da4658dc-006,9f06e40c,178.87,Net Banking,Home,5,Tablet,25.121.6.247,96401 Raymond Extensions,482 Weeks Glens Apt. 140,0,181,10
2be45778-852,1b92ce55,466.23,Credit Card,Electronics,3,Tablet,191.205.232.188,559 Anderson Coves,9400 Carolyn Bridge,0,30,13
dc98edba-689,48d7d3ce,360.92,Net Banking,Electronics,5,Mobile,161.75.82.28,66697 Sanders Circles,768 Chaney Ridges,0,124,0
bc93773c-785,396bbcfc,941.49,PayPal,Clothing,1,Mobile,125.177.23.196,43308 Shane Mews Suite 079,50834 Holly Loaf,0,45,14
8befc7b4-4ef,b5f51f05,800.38,Debit Card,Electronics,5,Mobile,63.134.152.149,865 Kelly Ramp Suite 957,937 Bell Summit Suite 788,0,113,2
4063d210-ce3,a3c37f45,653.16,PayPal,Clothing,2,Mobile,80.157.144.36,54929 Moore Harbor,55216 Christopher Way,0,128,1
1b3b6d8f-db2,2469cf2e,894.44,Credit Card,Toys & Games,1,Tablet,183.216.4.95,098 Robinson Summit Apt. 843,8575 Joel Trace Suite 838,0,168,0
67c47677-e30,d8a8a0aa,405.17,Net Banking,Electronics,5,Desktop,210.170.243.131,9464 Cindy Forks Suite 166,738 Luis Plaza Apt. 301,0,342,14
bf29b2ce-27c,0320da50,980.62,Credit Card,Toys & Games,4,Tablet,167.220.252.17,863 Robin Spurs,32676 Kathryn Garden,0,331,17
b963231a-6e7,7f333f96,730.16,Debit Card,Electronics,2,Tablet,128.61.26.251,65397 Walls Mills,1766 Schwartz Orchard,0,151,8
0b66672e-234,beb61e5d,622.59,Credit Card,Sports,4,Desktop,24.18.161.204,54719 Ryan Mission Apt. 186,562 Matthew Brook,0,139,2
ce1c1c56-8ea,daf7562b,718.26,PayPal,Sports,2,Mobile,28.219.91.23,92433 Jennifer Gateway,8774 Bryan Stream,0,113,9
6232f91d-888,e900b85d,227.26,Debit Card,Clothing,2,Desktop,160.180.127.235,484 Meyer Estate Apt. 590,31778 Gabriela Creek,0,269,23
48538acb-59f,96c004ff,417.07,Debit Card,Sports,1,Mobile,208.65.190.179,55965 Ashley Shore Suite 176,67696 Morgan Roads,0,132,1
daf2f35c-fd3,983dc949,891.56,Net Banking,Clothing,1,Mobile,4.154.78.89,91123 Anderson Rue Apt. 942,1465 Duncan Corner,0,58,4
020466ed-ad7,2740ffee,576.86,Credit Card,Toys & Games,1,Tablet,188.255.48.137,50469 Kyle Lakes,0584 Warner Roads Suite 185,0,238,22
8d5de771-ecd,94c170d6,480.42,PayPal,Home,3,Tablet,94.50.84.2,563 Amanda Knoll,700 Andrea Prairie Apt. 808,1,182,13
